"id","date","groupa_spent","groupa_conversions","groupb_spent","groupb_conversions"
"1015709","","0","0","0","0"
"1015710","","0","0","0","0"
"1015712","","0","0","0","0"
"1015713","","0","0","0","0"
"1015714","","0","0","0","0"
"1015715","","0","0","0","0"
"1015716","","0","0","0","0"
"1015717","","0","0","0","0"
"1015718","","0","0","0","0"
"1015719","","0","0","0","0"
"1015720","","0","0","0","0"
"1015721","","0","0","0","0"
"1015722","","0","0","0","0"
"1015723","","0","0","0","0"
"1015724","","0","0","0","0"
"1015725","","0","0","0","0"
"1015726","","0","0","0","0"
"1015727","","0","0","0","0"
"1015728","","0","0","0","0"
"1015729","","0","0","0","0"
"1015730","","0","0","0","0"
"1015731","","0","0","0","0"
"1015732","","0","0","0","0"
"1015733","","0","0","0","0"
"1015734","","0","0","0","0"
"1015735","","0","0","0","0"
"1015736","","0","0","0","0"
"1015737","","0","0","0","0"
"1015738","","0","0","0","0"
"1015739","","0","0","0","0"
"1015740","","0","0","0","0"
"1015741","","0","0","0","0"
"1015742","","0","0","0","0"
"1015743","","0","0","0","0"
"1015744","","0","0","0","0"
"1015745","","0","0","0","0"
"1015746","","0","0","0","0"
"1015748","","0","0","0","0"
"1015749","","0","0","0","0"
"1015750","","0","0","0","0"
"1015751","","0","0","0","0"
"1015753","","0","0","0","0"
"1015754","","0","0","0","0"
"1015755","","0","0","0","0"
"1015756","","0","0","0","0"
"1015757","","0","0","0","0"
"1015759","","0","0","0","0"
"1015760","","0","0","0","0"
"1015761","","0","0","0","0"
"1015763","","0","0","0","0"
"1015764","","0","0","0","0"
"1015765","","0","0","0","0"
"1015766","","0","0","0","0"
"1015768","","0","0","0","0"
"1015769","","0","0","0","0"
"1015770","","0","0","0","0"
"1015772","","0","0","0","0"
"1015773","","0","0","0","0"
"1015774","","0","0","0","0"
"1015775","","0","0","0","0"
"1015776","","0","0","0","0"
"1015777","","0","0","0","0"
"1015778","","0","0","0","0"
"1015779","","0","0","0","0"
"1015780","","0","0","0","0"
"1015781","","0","0","0","0"
"1015782","","0","0","0","0"
"1015783","","0","0","0","0"
"1015784","","0","0","0","0"
"1015785","","0","0","0","0"
"1015786","","0","0","0","0"
"1015787","","0","0","0","0"
"1015788","","0","0","0","0"
"1015789","","0","0","0","0"
"1015790","","0","0","0","0"
"1015791","","0","0","0","0"
"1015792","","0","0","0","0"
"1015795","","0","0","0","0"
"1015796","","0","0","0","0"
"1015797","","0","0","0","0"
"1015798","","0","0","0","0"
"1015799","","0","0","0","0"
"1015801","","0","0","0","0"
"1015802","","0","0","0","0"
"1015803","","0","0","0","0"
"1015804","","0","0","0","0"
"1015805","","0","0","0","0"
"1015806","","0","0","0","0"
"1015807","","0","0","0","0"
"1015809","","0","0","0","0"
"1015810","","0","0","0","0"
"1015811","","0","0","0","0"
"1015812","","0","0","0","0"
"1015813","","0","0","0","0"
"1015814","","0","0","0","0"
"1015815","","0","0","0","0"
"1015816","","0","0","0","0"
"1015817","","0","0","0","0"
"1015818","","0","0","0","0"
"1015819","","0","0","0","0"
"1015820","","0","0","0","0"
"1015821","","0","0","0","0"
"1015822","","0","0","0","0"
"1015823","","0","0","0","0"
"1015824","","0","0","0","0"
"1015825","","0","0","0","0"
"1015826","","0","0","0","0"
"1015827","","0","0","0","0"
"1015829","","0","0","0","0"
"1015830","","0","0","0","0"
"1015831","","0","0","0","0"
"1015832","","0","0","0","0"
"1015833","","0","0","0","0"
"1015834","","0","0","0","0"
"1015835","","0","0","0","0"
"1015836","","0","0","0","0"
"1015837","","0","0","0","0"
"1015838","","0","0","0","0"
"1015839","","0","0","0","0"
"1015841","","0","0","0","0"
"1015842","","0","0","0","0"
"1015843","","0","0","0","0"
"1015844","","0","0","0","0"
"1015845","","0","0","0","0"
"1015846","","0","0","0","0"
"1015847","","0","0","0","0"
"1015848","","0","0","0","0"
"1015849","","0","0","0","0"
"1015850","","0","0","0","0"
"1015851","","0","0","0","0"
"1015852","","0","0","0","0"
"1015853","","0","0","0","0"
"1015854","","0","0","0","0"
"1015855","","0","0","0","0"
"1015856","","0","0","0","0"
"1015857","","0","0","0","0"
"1015858","","0","0","0","0"
"1015859","","0","0","0","0"
"1015860","","0","0","0","0"
"1015861","","0","0","0","0"
"1015862","","0","0","0","0"
"1015863","","0","0","0","0"
"1015864","","0","0","0","0"
"1015865","","0","0","0","0"
"1015866","","0","0","0","0"
"1015867","","0","0","0","0"
"1015868","","0","0","0","0"
"1015869","","0","0","0","0"
"1015870","","0","0","0","0"
"1015871","","0","0","0","0"
"1015872","","0","0","0","0"
"1015873","","0","0","0","0"
"1015874","","0","0","0","0"
"1015875","","0","0","0","0"
"1015876","","0","0","0","0"
"1015877","","0","0","0","0"
"1015878","","0","0","0","0"
"1015879","","0","0","0","0"
"1015880","","0","0","0","0"
"1015881","","0","0","0","0"
"1015882","","0","0","0","0"
"1015883","","0","0","0","0"
"1015884","","0","0","0","0"
"1015885","","0","0","0","0"
"1015886","","0","0","0","0"
"1015887","","0","0","0","0"
"1015888","","0","0","0","0"
"1015889","","0","0","0","0"
"1015890","","0","0","0","0"
"1015891","","0","0","0","0"
"1015892","","0","0","0","0"
"1015893","","0","0","0","0"
"1015894","","0","0","0","0"
"1015895","","0","0","0","0"
"1015897","","0","0","0","0"
"1015898","","0","0","0","0"
"1015899","","0","0","0","0"
"1015900","","0","0","0","0"
"1015901","","0","0","0","0"
"1015902","","0","0","0","0"
"1015903","","0","0","0","0"
"1015904","","0","0","0","0"
"1015905","","0","0","0","0"
"1015906","","0","0","0","0"
"1015907","","0","0","0","0"
"1015908","","0","0","0","0"
"1015910","","0","0","0","0"
"1015911","","0","0","0","0"
"1015912","","0","0","0","0"
"1015913","","0","0","0","0"
"1015914","","0","0","0","0"
"1015916","","0","0","0","0"
"1015917","","0","0","0","0"
"1015918","","0","0","0","0"
"1015919","","0","0","0","0"
"1015920","","0","0","0","0"
"1015921","","0","0","0","0"
"1015922","","0","0","0","0"
"1015923","","0","0","0","0"
"1015924","","0","0","0","0"
"1015925","","0","0","0","0"
"1015926","","0","0","0","0"
"1015927","","0","0","0","0"
"1015928","","0","0","0","0"
"1015929","","0","0","0","0"
"1015930","","0","0","0","0"
"1015931","","0","0","0","0"
"1015932","","0","0","0","0"
"1015934","","0","0","0","0"
"1015935","","0","0","0","0"
"1015936","","0","0","0","0"
"1015937","","0","0","0","0"
"1015938","","0","0","0","0"
"1015939","","0","0","0","0"
"1015940","","0","0","0","0"
"1015941","","0","0","0","0"
"1015942","","0","0","0","0"
"1015943","","0","0","0","0"
"1015944","","0","0","0","0"
"1015946","","0","0","0","0"
"1015947","","0","0","0","0"
"1015948","","0","0","0","0"
"1015949","","0","0","0","0"
"1015950","","0","0","0","0"
"1015951","","0","0","0","0"
"1015952","","0","0","0","0"
"1015953","","0","0","0","0"
"1015954","","0","0","0","0"
"1015955","","0","0","0","0"
"1015956","","0","0","0","0"
"1015958","","0","0","0","0"
"1015959","","0","0","0","0"
"1015960","","0","0","0","0"
"1015961","","0","0","0","0"
"1015962","","0","0","0","0"
"1015963","","0","0","0","0"
"1015964","","0","0","0","0"
"1015965","","0","0","0","0"
"1015966","","0","0","0","0"
"1015967","","0","0","0","0"
"1015968","","0","0","0","0"
"1015969","","0","0","0","0"
"1015970","","0","0","0","0"
"1015972","","0","0","0","0"
"1015973","","0","0","0","0"
"1015974","","0","0","0","0"
"1015975","","0","0","0","0"
"1015976","","0","0","0","0"
"1015977","","0","0","0","0"
"1015978","","0","0","0","0"
"1015979","","0","0","0","0"
"1015980","","0","0","0","0"
"1015981","","0","0","0","0"
"1015982","","0","0","0","0"
"1015983","","0","0","0","0"
"1015984","","0","0","0","0"
"1015985","","0","0","0","0"
"1015986","","0","0","0","0"
"1015987","","0","0","0","0"
"1015988","","0","0","0","0"
"1015989","","0","0","0","0"
"1015990","","0","0","0","0"
"1015991","","0","0","0","0"
"1015993","","0","0","0","0"
"1015994","","0","0","0","0"
"1015995","","0","0","0","0"
"1015997","","0","0","0","0"
"1015998","","0","0","0","0"
"1016000","","0","0","0","0"
"1016002","","0","0","0","0"
"1016003","","0","0","0","0"
"1016004","","0","0","0","0"
"1016005","","0","0","0","0"
"1016006","","0","0","0","0"
"1016008","","0","0","0","0"
"1016011","","0","0","0","0"
"1016012","","0","0","0","0"
"1016013","","0","0","0","0"
"1016014","","0","0","0","0"
"1016015","","0","0","0","0"
"1016016","","0","0","0","0"
"1016017","","0","0","0","0"
"1016018","","0","0","0","0"
"1016019","","0","0","0","0"
"1016020","","0","0","0","0"
"1016021","","0","0","0","0"
"1016022","","0","0","0","0"
"1016023","","0","0","0","0"
"1016024","","0","0","0","0"
"1016025","","0","0","0","0"
"1016026","","0","0","0","0"
"1016027","","0","0","0","0"
"1016028","","0","0","0","0"
"1016029","","0","0","0","0"
"1016030","","0","0","0","0"
"1016031","","0","0","0","0"
"1016033","","0","0","0","0"
"1016034","","0","0","0","0"
"1016035","","0","0","0","0"
"1016036","","0","0","0","0"
"1016037","","0","0","0","0"
"1016038","","0","0","0","0"
"1016040","","0","0","0","0"
"1016041","","0","0","0","0"
"1016042","","0","0","0","0"
"1016043","","0","0","0","0"
"1016044","","0","0","0","0"
"1016045","","0","0","0","0"
"1016046","","0","0","0","0"
"1016047","","0","0","0","0"
"1016048","","0","0","0","0"
"1016049","","0","0","0","0"
"1016050","","0","0","0","0"
"1016051","","0","0","0","0"
"1016052","","0","0","0","0"
"1016053","","0","0","0","0"
"1016054","","0","0","0","0"
"1016055","","0","0","0","0"
"1016056","","0","0","0","0"
"1016057","","0","0","0","0"
"1016058","","0","0","0","0"
"1016059","","0","0","0","0"
"1016060","","0","0","0","0"
"1016061","","0","0","0","0"
"1016062","","0","0","0","0"
"1016064","","0","0","0","0"
"1016065","","0","0","0","0"
"1016066","","0","0","0","0"
"1016067","","0","0","0","0"
"1016068","","0","0","0","0"
"1016069","","0","0","0","0"
"1016070","","0","0","0","0"
"1016071","","0","0","0","0"
"1016072","","0","0","0","0"
"1016073","","0","0","0","0"
"1016074","","0","0","0","0"
"1016075","","0","0","0","0"
"1016076","","0","0","0","0"
"1016077","","0","0","0","0"
"1016078","","0","0","0","0"
"1016080","","0","0","0","0"
"1016081","","0","0","0","0"
"1016082","","0","0","0","0"
"1016083","","0","0","0","0"
"1016085","","0","0","0","0"
"1016086","","0","0","0","0"
"1016087","","0","0","0","0"
"1016088","","0","0","0","0"
"1016089","","0","0","0","0"
"1016091","","0","0","0","0"
"1016092","","0","0","0","0"
"1016093","","0","0","0","0"
"1016094","","0","0","0","0"
"1016095","","0","0","0","0"
"1016096","","0","0","0","0"
"1016097","","0","0","0","0"
"1016098","","0","0","0","0"
"1016099","","0","0","0","0"
"1016100","","0","0","0","0"
"1016101","","0","0","0","0"
"1016102","","0","0","0","0"
"1016103","","0","0","0","0"
"1016104","","0","0","0","0"
"1016105","","0","0","0","0"
"1016106","","0","0","0","0"
"1016107","","0","0","0","0"
"1016108","","0","0","0","0"
"1016109","","0","0","0","0"
"1016110","","0","0","0","0"
"1016111","","0","0","0","0"
"1016113","","0","0","0","0"
"1016114","","0","0","0","0"
"1016115","","0","0","0","0"
"1016116","","0","0","0","0"
"1016117","","0","0","0","0"
"1016118","","0","0","0","0"
"1016119","","0","0","0","0"
"1016121","","0","0","0","0"
"1016123","","0","0","0","0"
"1016125","","0","0","0","0"
"1016126","","0","0","0","0"
"1016127","","0","0","0","0"
"1016128","","0","0","0","0"
"1016129","","0","0","0","0"
"1016130","","0","0","0","0"
"1016131","","0","0","0","0"
"1016132","","0","0","0","0"
"1016133","","0","0","0","0"
"1016135","","0","0","0","0"
"1016136","","0","0","0","0"
"1016137","","0","0","0","0"
"1016139","","0","0","0","0"
"1016140","","0","0","0","0"
"1016141","","0","0","0","0"
"1016142","","0","0","0","0"
"1016143","","0","0","0","0"
"1016144","","0","0","0","0"
"1016145","","0","0","0","0"
"1016146","","0","0","0","0"
"1016147","","0","0","0","0"
"1016148","","0","0","0","0"
"1016149","","0","0","0","0"
"1016151","","0","0","0","0"
"1016152","","0","0","0","0"
"1016153","","0","0","0","0"
"1016154","","0","0","0","0"
"1016155","","0","0","0","0"
"1016156","","0","0","0","0"
"1016157","","0","0","0","0"
"1016158","","0","0","0","0"
"1016159","","0","0","0","0"
"1016160","","0","0","0","0"
"1016161","","0","0","0","0"
"1016162","","0","0","0","0"
"1016163","","0","0","0","0"
"1016164","","0","0","0","0"
"1016165","","0","0","0","0"
"1016166","","0","0","0","0"
"1016167","","0","0","0","0"
"1016168","","0","0","0","0"
"1016169","","0","0","0","0"
"1016170","","0","0","0","0"
"1016171","","0","0","0","0"
"1016172","","0","0","0","0"
"1016173","","0","0","0","0"
"1016174","","0","0","0","0"
"1016175","","0","0","0","0"
"1016176","","0","0","0","0"
"1016177","","0","0","0","0"
"1016178","","0","0","0","0"
"1016179","","0","0","0","0"
"1016180","","0","0","0","0"
"1016181","","0","0","0","0"
"1016182","","0","0","0","0"
"1016183","","0","0","0","0"
"1016184","","0","0","0","0"
"1016185","","0","0","0","0"
"1016186","","0","0","0","0"
"1016187","","0","0","0","0"
"1016188","","0","0","0","0"
"1016189","","0","0","0","0"
"1016190","","0","0","0","0"
"1016191","","0","0","0","0"
"1016192","","0","0","0","0"
"1016193","","0","0","0","0"
"1016194","","0","0","0","0"
"1016195","","0","0","0","0"
"1016196","","0","0","0","0"
"1016197","","0","0","0","0"
"1016198","","0","0","0","0"
"1016199","","0","0","0","0"
"1016201","","0","0","0","0"
"1016202","","0","0","0","0"
"1016203","","0","0","0","0"
"1016204","","0","0","0","0"
"1016205","","0","0","0","0"
"1016206","","0","0","0","0"
"1016207","","0","0","0","0"
"1016209","","0","0","0","0"
"1016210","","0","0","0","0"
"1016211","","0","0","0","0"
"1016212","","0","0","0","0"
"1016213","","0","0","0","0"
"1016214","","0","0","0","0"
"1016215","","0","0","0","0"
"1016216","","0","0","0","0"
"1016217","","0","0","0","0"
"1016218","","0","0","0","0"
"1016219","","0","0","0","0"
"1016220","","0","0","0","0"
"1016221","","0","0","0","0"
"1016222","","0","0","0","0"
"1016224","","0","0","0","0"
"1016225","","0","0","0","0"
"1016226","","0","0","0","0"
"1016227","","0","0","0","0"
"1016228","","0","0","0","0"
"1016229","","0","0","0","0"
"1016230","","0","0","0","0"
"1016231","","0","0","0","0"
"1016232","","0","0","0","0"
"1016233","","0","0","0","0"
"1016234","","0","0","0","0"
"1016235","","0","0","0","0"
"1016236","","0","0","0","0"
"1016237","","0","0","0","0"
"1016238","","0","0","0","0"
"1016239","","0","0","0","0"
"1016240","","0","0","0","0"
"1016242","","0","0","0","0"
"1016243","","0","0","0","0"
"1016244","","0","0","0","0"
"1016245","","0","0","0","0"
"1016246","","0","0","0","0"
"1016247","","0","0","0","0"
"1016248","","0","0","0","0"
"1016249","","0","0","0","0"
"1016250","","0","0","0","0"
"1016251","","0","0","0","0"
"1016252","","0","0","0","0"
"1016253","","0","0","0","0"
"1016255","","0","0","0","0"
"1016256","","0","0","0","0"
"1016257","","0","0","0","0"
"1016259","","0","0","0","0"
"1016260","","0","0","0","0"
"1016261","","0","0","0","0"
"1016263","","0","0","0","0"
"1016264","","0","0","0","0"
"1016265","","0","0","0","0"
"1016266","","0","0","0","0"
"1016268","","0","0","0","0"
"1016269","","0","0","0","0"
"1016270","","0","0","0","0"
"1016272","","0","0","0","0"
"1016273","","0","0","0","0"
"1016274","","0","0","0","0"
"1016275","","0","0","0","0"
"1016276","","0","0","0","0"
"1016277","","0","0","0","0"
"1016278","","0","0","0","0"
"1016279","","0","0","0","0"
"1016280","","0","0","0","0"
"1016282","","0","0","0","0"
"1016283","","0","0","0","0"
"1016284","","0","0","0","0"
"1016287","","0","0","0","0"
"1016288","","0","0","0","0"
"1016289","","0","0","0","0"
"1016290","","0","0","0","0"
"1016291","","0","0","0","0"
"1016292","","0","0","0","0"
"1016293","","0","0","0","0"
"1016294","","0","0","0","0"
"1016295","","0","0","0","0"
"1016296","","0","0","0","0"
"1016297","","0","0","0","0"
"1016298","","0","0","0","0"
"1016299","","0","0","0","0"
"1016300","","0","0","0","0"
"1016301","","0","0","0","0"
"1016302","","0","0","0","0"
"1016303","","0","0","0","0"
"1016304","","0","0","0","0"
"1016305","","0","0","0","0"
"1016306","","0","0","0","0"
"1016307","","0","0","0","0"
"1016308","","0","0","0","0"
"1016309","","0","0","0","0"
"1016310","","0","0","0","0"
"1016312","","0","0","0","0"
"1016313","","0","0","0","0"
"1016314","","0","0","0","0"
"1016315","","0","0","0","0"
"1016316","","0","0","0","0"
"1016317","","0","0","0","0"
"1016318","","0","0","0","0"
"1016319","","0","0","0","0"
"1016320","","0","0","0","0"
"1016321","","0","0","0","0"
"1016322","","0","0","0","0"
"1016323","","0","0","0","0"
"1016324","","0","0","0","0"
"1016325","","0","0","0","0"
"1016326","","0","0","0","0"
"1016327","","0","0","0","0"
"1016328","","0","0","0","0"
"1016329","","0","0","0","0"
"1016330","","0","0","0","0"
"1016331","","0","0","0","0"
"1016332","","0","0","0","0"
"1016333","","0","0","0","0"
"1016334","","0","0","0","0"
"1016335","","0","0","0","0"
"1016336","","0","0","0","0"
"1016337","","0","0","0","0"
"1016338","","0","0","0","0"
"1016339","","0","0","0","0"
"1016340","","0","0","0","0"
"1016341","","0","0","0","0"
"1016342","","0","0","0","0"
"1016343","","0","0","0","0"
"1016344","","0","0","0","0"
"1016345","","0","0","0","0"
"1016346","","0","0","0","0"
"1016347","","0","0","0","0"
"1016348","","0","0","0","0"
"1016349","","0","0","0","0"
"1016350","","0","0","0","0"
"1016351","","0","0","0","0"
"1016352","","0","0","0","0"
"1016353","","0","0","0","0"
"1016354","","0","0","0","0"
"1016355","","0","0","0","0"
"1016356","","0","0","0","0"
"1016357","","0","0","0","0"
"1016358","","0","0","0","0"
"1016360","","0","0","0","0"
"1016361","","0","0","0","0"
"1016362","","0","0","0","0"
"1016363","","0","0","0","0"
"1016364","","0","0","0","0"
"1016365","","0","0","0","0"
"1016366","","0","0","0","0"
"1016367","","0","0","0","0"
"1016368","","0","0","0","0"
"1016369","","0","0","0","0"
"1016370","","0","0","0","0"
"1016371","","0","0","0","0"
"1016372","","0","0","0","0"
"1016373","","0","0","0","0"
"1016375","","0","0","0","0"
"1016376","","0","0","0","0"
"1016377","","0","0","0","0"
"1016378","","0","0","0","0"
"1016379","","0","0","0","0"
"1016380","","0","0","0","0"
"1016381","","0","0","0","0"
"1016382","","0","0","0","0"
"1016383","","0","0","0","0"
"1016384","","0","0","0","0"
"1016385","","0","0","0","0"
"1016386","","0","0","0","0"
"1016387","","0","0","0","0"
"1016388","","0","0","0","0"
"1016389","","0","0","0","0"
"1016390","","0","0","0","0"
"1016391","","0","0","0","0"
"1016392","","0","0","0","0"
"1016393","","0","0","0","0"
"1016394","","0","0","0","0"
"1016395","","0","0","0","0"
"1016396","","0","0","0","0"
"1016397","","0","0","0","0"
"1016398","","0","0","0","0"
"1016399","","0","0","0","0"
"1016400","","0","0","0","0"
"1016403","","0","0","0","0"
"1016404","","0","0","0","0"
"1016406","","0","0","0","0"
"1016407","","0","0","0","0"
"1016408","","0","0","0","0"
"1016409","","0","0","0","0"
"1016410","","0","0","0","0"
"1016411","","0","0","0","0"
"1016412","","0","0","0","0"
"1016413","","0","0","0","0"
"1016414","","0","0","0","0"
"1016415","","0","0","0","0"
"1016416","","0","0","0","0"
"1016417","","0","0","0","0"
"1016418","","0","0","0","0"
"1016419","","0","0","0","0"
"1016420","","0","0","0","0"
"1016421","","0","0","0","0"
"1016422","","0","0","0","0"
"1016423","","0","0","0","0"
"1016424","","0","0","0","0"
"1016425","","0","0","0","0"
"1016426","","0","0","0","0"
"1016427","","0","0","0","0"
"1016428","","0","0","0","0"
"1016429","","0","0","0","0"
"1016430","","0","0","0","0"
"1016431","","0","0","0","0"
"1016432","","0","0","0","0"
"1016434","","0","0","0","0"
"1016435","","0","0","0","0"
"1016436","","0","0","0","0"
"1016437","","0","0","0","0"
"1016438","","0","0","0","0"
"1016439","","0","0","0","0"
"1016440","","0","0","0","0"
"1016441","","0","0","0","0"
"1016442","","0","0","0","0"
"1016443","","0","0","0","0"
"1016444","","0","0","0","0"
"1016445","","0","0","0","0"
"1016446","","0","0","0","0"
"1016447","","0","0","0","0"
"1016448","","0","0","0","0"
"1016449","","0","0","0","0"
"1016450","","0","0","0","0"
"1016451","","0","0","0","0"
"1016452","","0","0","0","0"
"1016453","","0","0","0","0"
"1016454","","0","0","0","0"
"1016455","","0","0","0","0"
"1016456","","0","0","0","0"
"1016457","","0","0","0","0"
"1016458","","0","0","0","0"
"1016460","","0","0","0","0"
"1016461","","0","0","0","0"
"1016462","","0","0","0","0"
"1016463","","0","0","0","0"
"1016464","","0","0","0","0"
"1016465","","0","0","0","0"
"1016466","","0","0","0","0"
"1016468","","0","0","0","0"
"1016469","","0","0","0","0"
"1016470","","0","0","0","0"
"1016471","","0","0","0","0"
"1016472","","0","0","0","0"
"1016473","","0","0","0","0"
"1016474","","0","0","0","0"
"1016475","","0","0","0","0"
"1016476","","0","0","0","0"
"1016477","","0","0","0","0"
"1016478","","0","0","0","0"
"1016479","","0","0","0","0"
"1016480","","0","0","0","0"
"1016481","","0","0","0","0"
"1016482","","0","0","0","0"
"1016483","","0","0","0","0"
"1016484","","0","0","0","0"
"1016485","","0","0","0","0"
"1016486","","0","0","0","0"
"1016487","","0","0","0","0"
"1016488","","0","0","0","0"
"1016489","","0","0","0","0"
"1016490","","0","0","0","0"
"1016491","","0","0","0","0"
"1016492","","0","0","0","0"
"1016493","","0","0","0","0"
"1016494","","0","0","0","0"
"1016495","","0","0","0","0"
"1016496","","0","0","0","0"
"1016497","","0","0","0","0"
"1016498","","0","0","0","0"
"1016499","","0","0","0","0"
"1016500","","0","0","0","0"
"1016501","","0","0","0","0"
"1016502","","0","0","0","0"
"1016503","","0","0","0","0"
"1016504","","0","0","0","0"
"1016505","","0","0","0","0"
"1016506","","0","0","0","0"
"1016507","","0","0","0","0"
"1016508","","0","0","0","0"
"1016509","","0","0","0","0"
"1016510","","0","0","0","0"
"1016511","","0","0","0","0"
"1016512","","0","0","0","0"
"1016513","","0","0","0","0"
"1016514","","0","0","0","0"
"1016515","","0","0","0","0"
"1016516","","0","0","0","0"
"1016517","","0","0","0","0"
"1016518","","0","0","0","0"
"1016519","","0","0","0","0"
"1016520","","0","0","0","0"
"1016521","","0","0","0","0"
"1016522","","0","0","0","0"
"1016523","","0","0","0","0"
"1016524","","0","0","0","0"
"1016525","","0","0","0","0"
"1016526","","0","0","0","0"
"1016527","","0","0","0","0"
"1016528","","0","0","0","0"
"1016529","","0","0","0","0"
"1016530","","0","0","0","0"
"1016531","","0","0","0","0"
"1016533","","0","0","0","0"
"1016534","","0","0","0","0"
"1016535","","0","0","0","0"
"1016537","","0","0","0","0"
"1016538","","0","0","0","0"
"1016539","","0","0","0","0"
"1016540","","0","0","0","0"
"1016541","","0","0","0","0"
"1016542","","0","0","0","0"
"1016544","","0","0","0","0"
"1016545","","0","0","0","0"
"1016546","","0","0","0","0"
"1016547","","0","0","0","0"
"1016548","","0","0","0","0"
"1016549","","0","0","0","0"
"1016550","","0","0","0","0"
"1016551","","0","0","0","0"
"1016552","","0","0","0","0"
"1016553","","0","0","0","0"
"1016554","","0","0","0","0"
"1016555","","0","0","0","0"
"1016556","","0","0","0","0"
"1016557","","0","0","0","0"
"1016558","","0","0","0","0"
"1016559","","0","0","0","0"
"1016560","","0","0","0","0"
"1016561","","0","0","0","0"
"1016562","","0","0","0","0"
"1016563","","0","0","0","0"
"1016564","","0","0","0","0"
"1016565","","0","0","0","0"
"1016566","","0","0","0","0"
"1016567","","0","0","0","0"
"1016568","","0","0","0","0"
"1016569","","0","0","0","0"
"1016570","","0","0","0","0"
"1016571","","0","0","0","0"
"1016573","","0","0","0","0"
"1016574","","0","0","0","0"
"1016575","","0","0","0","0"
"1016576","","0","0","0","0"
"1016577","","0","0","0","0"
"1016578","","0","0","0","0"
"1016579","","0","0","0","0"
"1016580","","0","0","0","0"
"1016581","","0","0","0","0"
"1016582","","0","0","0","0"
"1016584","","0","0","0","0"
"1016585","","0","0","0","0"
"1016586","","0","0","0","0"
"1016587","","0","0","0","0"
"1016588","","0","0","0","0"
"1016589","","0","0","0","0"
"1016590","","0","0","0","0"
"1016591","","0","0","0","0"
"1016592","","0","0","0","0"
"1016593","","0","0","0","0"
"1016594","","0","0","0","0"
"1016595","","0","0","0","0"
"1016596","","0","0","0","0"
"1016597","","0","0","0","0"
"1016598","","0","0","0","0"
"1016599","","0","0","0","0"
"1016600","","0","0","0","0"
"1016601","","0","0","0","0"
"1016602","","0","0","0","0"
"1016603","","0","0","0","0"
"1016604","","0","0","0","0"
"1016605","","0","0","0","0"
"1016606","","0","0","0","0"
"1016607","","0","0","0","0"
"1016608","","0","0","0","0"
"1016609","","0","0","0","0"
"1016610","","0","0","0","0"
"1016611","","0","0","0","0"
"1016612","","0","0","0","0"
"1016613","","0","0","0","0"
"1016614","","0","0","0","0"
"1016615","","0","0","0","0"
"1016616","","0","0","0","0"
"1016618","","0","0","0","0"
"1016619","","0","0","0","0"
"1016620","","0","0","0","0"
"1016621","","0","0","0","0"
"1016622","","0","0","0","0"
"1016623","","0","0","0","0"
"1016624","","0","0","0","0"
"1016625","","0","0","0","0"
"1016626","","0","0","0","0"
"1016627","","0","0","0","0"
"1016628","","0","0","0","0"
"1016629","","0","0","0","0"
"1016630","","0","0","0","0"
"1016631","","0","0","0","0"
"1016633","","0","0","0","0"
"1016634","","0","0","0","0"
"1016635","","0","0","0","0"
"1016636","","0","0","0","0"
"1016637","","0","0","0","0"
"1016638","","0","0","0","0"
"1016639","","0","0","0","0"
"1016641","","0","0","0","0"
"1016642","","0","0","0","0"
"1016643","","0","0","0","0"
"1016644","","0","0","0","0"
"1016645","","0","0","0","0"
"1016646","","0","0","0","0"
"1016647","","0","0","0","0"
"1016648","","0","0","0","0"
"1016649","","0","0","0","0"
"1016650","","0","0","0","0"
"1016651","","0","0","0","0"
"1016652","","0","0","0","0"
"1016653","","0","0","0","0"
"1016654","","0","0","0","0"
"1016655","","0","0","0","0"
"1016656","","0","0","0","0"
"1016657","","0","0","0","0"
"1016658","","0","0","0","0"
"1016659","","0","0","0","0"
"1016660","","0","0","0","0"
"1016661","","0","0","0","0"
"1016662","","0","0","0","0"
"1016663","","0","0","0","0"
"1016664","","0","0","0","0"
"1016666","","0","0","0","0"
"1016667","","0","0","0","0"
"1016668","","0","0","0","0"
"1016669","","0","0","0","0"
"1016670","","0","0","0","0"
"1016671","","0","0","0","0"
"1016672","","0","0","0","0"
"1016673","","0","0","0","0"
"1016674","","0","0","0","0"
"1016675","","0","0","0","0"
"1016676","","0","0","0","0"
"1016678","","0","0","0","0"
"1016679","","0","0","0","0"
"1016680","","0","0","0","0"
"1016681","","0","0","0","0"
"1016682","","0","0","0","0"
"1016683","","0","0","0","0"
"1016684","","0","0","0","0"
"1016685","","0","0","0","0"
"1016686","","0","0","0","0"
"1016687","","0","0","0","0"
"1016688","","0","0","0","0"
"1016689","","0","0","0","0"
"1016690","","0","0","0","0"
"1016691","","0","0","0","0"
"1016692","","0","0","0","0"
"1016693","","0","0","0","0"
"1016694","","0","0","0","0"
"1016695","","0","0","0","0"
"1016696","","0","0","0","0"
"1016697","","0","0","0","0"
"1016698","","0","0","0","0"
"1016699","","0","0","0","0"
"1016700","","0","0","0","0"
"1016701","","0","0","0","0"
"1016702","","0","0","0","0"
"1016703","","0","0","0","0"
"1016704","","0","0","0","0"
"1016705","","0","0","0","0"
"1016706","","0","0","0","0"
"1016707","","0","0","0","0"
"1016708","","0","0","0","0"
"1016709","","0","0","0","0"
